time,x,y,z
16.4,-2.8243277676318157,0.5678044554255105,24.561358247433123
16.5,-1.5968031195345338,-0.6876922227023738,19.173204948611822
16.6,-1.555627710727701,-2.323023747589747,15.117839147777
16.7,-3.117628423858428,-5.054138497371011,12.115762027726849
16.8,-6.990361363192565,-12.326068950253177,12.635709875166668
16.9,-13.355383478205065,-18.147757964186148,24.7718945703796
17.0,-14.56025817126725,-9.520162444865376,38.2318850634629
17.1,-6.860290227870949,1.5057884460364148,34.74121670085499
17.2,-0.5828484563542508,2.3030394374407464,25.022523392280974
17.3,1.3569079828862936,1.954795557269089,19.0685797734845
17.4,2.357709857614429,3.9615791951818067,15.004151140255848
17.5,4.094311499181005,8.18787547842913,13.066931008270608
17.6,9.918616283663573,15.919483552059763,18.891509048964547
17.7,14.70750221018625,15.19284125416357,33.20576166657314
17.8,10.549408318139324,3.4495059432797457,37.659968700018304
17.9,3.700841279359282,-1.62554483754678,28.82020639103645
18.0,0.9305267714327248,-0.07828525576097176,21.65767343222448
18.1,-0.024966945003600263,-0.2678411399614338,17.1310884006324
18.2,-0.4249652952156505,-1.3247268339990852,12.80132183719876
18.3,-1.0852393034027186,-3.140911526842922,10.513030680815014
18.4,-3.6242074504499024,-6.872055723110021,8.082163407808594
18.5,-9.411537209567559,-16.59726789483534,14.684280667976648
18.6,-15.461384163051488,-18.137045279713863,33.69884192053571
18.7,-11.85109843813948,-2.4176209556090305,39.78666712461825
18.8,-2.4826007883589964,5.28423493626362,29.400793942996582
18.9,1.8095801594952798,3.738955942681504,22.200919873460112
19.0,3.9792811851052243,5.897928993195629,18.71449926379862
19.1,7.424567002574495,10.625248054926729,17.32864306185899
19.2,11.31476771118705,14.715756528933385,24.65221934506825
19.3,12.436997333498656,10.94310974381644,33.945662658450246
19.4,8.503007781130789,3.289007552145094,33.05522814070566
19.5,4.333151798626456,1.089726444616623,26.23385083194821
19.6,3.0238075927161066,2.829641191048332,20.833965145267783
19.7,3.5517386370520496,5.65116073573077,16.425168585228025
19.8,6.5499656349055995,10.413528457814781,16.4485876647033
19.9,10.977336012348072,16.2388285747388,22.5302622473952
